type,kud_date,kud_text,kud_amount,toto_date,toto_text,toto_amount,label
onetomany,15.06.2018,MobilePay Caroline Boje,-200.0,15.06.2018,Mc Donald,200.0,1
onetomany,15.06.2018,MobilePay Caroline Boje,-200.0,08.06.2018,Mc Donald,200.0,0
onetomany,18.06.2018,Flying Tiger Cph41 06211,-80.0,26.06.2018,Fotex,80.0,0
onetomany,18.06.2018,Flying Tiger Cph41 06211,-80.0,18.06.2018,French furniture notre dame,80.0,0
onetomany,18.06.2018,Flying Tiger Cph41 06211,-80.0,18.06.2018,Furniture tiger,80.0,1
onetomany,21.06.2018,MobilePay Caroline Boje,-200.0,18.06.2021,Drinks,200.0,0
onetomany,21.06.2018,MobilePay Caroline Boje,-200.0,21.06.2018,Fotex,200.0,1
onetomany,21.06.2018,MobilePay Caroline Boje,-200.0,15.06.2018,Mc Donald,200.0,0
onetomany,21.06.2018,MobilePay Caroline Boje,-200.0,08.06.2018,Mc Donald,200.0,0
onetomany,25.06.2018,Kim Q Hair design 03322,-325.0,17.06.2019,Hair cut,325.0,0
onetomany,25.06.2018,Kim Q Hair design 03322,-325.0,23.06.2018,Hair cut,325.0,1
onetomany,25.05.2020,DOT APP NETCOMPANY TAASTRUP,-48.0,28.05.2020,Train,48.0,0
onetomany,25.05.2020,DOT APP NETCOMPANY TAASTRUP,-48.0,28.05.2020,Train ticket,48.0,0
onetomany,25.05.2020,DOT APP NETCOMPANY TAASTRUP,-48.0,25.05.2020,Train ticket,48.0,1
onetomany,25.05.2020,DOT APP NETCOMPANY TAASTRUP,-48.0,24.05.2020,Green mobility ,48.0,0
onetomany,25.05.2020,DOT APP NETCOMPANY TAASTRUP,-48.0,19.05.2020,Train ticket ,48.0,0
onetomany,25.05.2020,DOT APP NETCOMPANY TAASTRUP,-48.0,19.05.2020,Train ticket ,48.0,0
onetomany,26.05.2020,GREENMOBILITY A S KBENHAVN K,-48.0,28.05.2020,Train,48.0,0
onetomany,26.05.2020,GREENMOBILITY A S KBENHAVN K,-48.0,28.05.2020,Train ticket,48.0,0
onetomany,26.05.2020,GREENMOBILITY A S KBENHAVN K,-48.0,25.05.2020,Train ticket,48.0,0
onetomany,26.05.2020,GREENMOBILITY A S KBENHAVN K,-48.0,24.05.2020,Green mobility ,48.0,1
onetomany,26.05.2020,GREENMOBILITY A S KBENHAVN K,-48.0,19.05.2020,Train ticket ,48.0,0
onetomany,26.05.2020,GREENMOBILITY A S KBENHAVN K,-48.0,19.05.2020,Train ticket ,48.0,0
onetomany,12.06.2020,DOT DIN OFFENTLIGE TRAN,-68.0,10.06.2020,Train ticket,68.0,1
onetomany,12.06.2020,DOT DIN OFFENTLIGE TRAN,-68.0,10.06.2020,Trainticket,68.0,1
onetomany,14.01.2022,MobilePay Gift for Sunes newborn so,-100.0,14.01.2022,Gift Sune ,100.0,1
onetomany,14.01.2022,MobilePay Gift for Sunes newborn so,-100.0,25.01.2021,Regalo Tiago,100.0,0
onetomany,14.01.2022,MobilePay Gift for Sunes newborn so,-100.0,25.01.2021,Regalo Anders,100.0,0
onetomany,14.01.2022,MobilePay Gift for Sunes newborn so,-100.0,24.01.2019,Parking Ørsted kick off,100.0,0
onetomany,01.02.2022,Gebyrer i alt,-10.0,15.02.2018,TIM Caroline,10.0,0
onetomany,01.02.2022,Gebyrer i alt,-10.0,05.02.2018,Parking CPH,10.0,0
onetomany,01.02.2022,Gebyrer i alt,-10.0,05.02.2018,Parking CPH,10.0,0
onetomany,01.02.2022,Gebyrer i alt,-10.0,02.02.2018,Parking CPH,10.0,0
onetomany,01.02.2022,Gebyrer i alt,-10.0,02.02.2018,Parking CPH,10.0,0
onetomany,01.02.2022,Gebyrer i alt,-10.0,01.02.2018,Parcheggio,10.0,0
onetomany,11.02.2022,B Skat 20 02 2022,-1069.0,11.02.2022,B skat 01.2022,1069.0,0
onetomany,11.02.2022,B Skat 20 02 2022,-1069.0,11.02.2022,B skar 02.2022,1069.0,1
onetomany,01.03.2022,Krogsgaard Finans,-2474.0,01.03.2023,Car loan,2474.0,0
onetomany,01.03.2022,Krogsgaard Finans,-2474.0,01.03.2021,Finanziamento auto,2474.0,0
onetomany,07.03.2022,P huset Gl Mønt 31334,-100.0,09.03.2020,Photos consulat,100.0,0
onetomany,07.03.2022,P huset Gl Mønt 31334,-100.0,31.03.2019,Cleaning lady,100.0,0
onetomany,07.03.2022,P huset Gl Mønt 31334,-100.0,22.03.2019,Cleaning lady,100.0,0
onetomany,07.03.2022,P huset Gl Mønt 31334,-100.0,17.03.2019,Cleaning lady,100.0,0
onetomany,07.03.2022,P huset Gl Mønt 31334,-100.0,01.03.2018,Netto,100.0,0
onetomany,24.03.2022,MobilePay Hugo Roth Cardoso,80.0,18.03.2018,Coffee place,80.0,0
onetomany,24.03.2022,MobilePay Hugo Roth Cardoso,80.0,11.03.2018,Coffee place relax,80.0,0
onetomany,24.03.2022,MobilePay Hugo Roth Cardoso,80.0,10.03.2018,Netto,80.0,0
onetomany,05.02.2018,MobilePay,-200.0,07.02.2018,Caroline mobile pay supermarket,200.0,0
onetomany,05.02.2018,MobilePay,-200.0,06.02.2018,Cibo Ago mobile pay Caroline,200.0,1
onetomany,09.02.2018,VDK DKK 700 00,-700.0,01.02.2019,Pendlekort,700.0,0
onetomany,09.02.2018,VDK DKK 700 00,-700.0,07.02.2018,Abbonamento treno,700.0,1
onetomany,14.02.2018,MobilePay Caroline Boje,-150.0,03.02.2019,Moccio,150.0,0
onetomany,14.02.2018,MobilePay Caroline Boje,-150.0,14.02.2018,Dog food to Caroline,150.0,1
onetomany,17.02.2018,MobilePay RODEO Østerbro,-499.0,09.02.2022,Blender,499.0,0
onetomany,17.02.2018,MobilePay RODEO Østerbro,-499.0,17.02.2018,Hair,499.0,1
onetomany,23.02.2018,MobilePay Caroline Boje,-75.0,18.02.2020,Cadeau collega,75.0,0
onetomany,23.02.2018,MobilePay Caroline Boje,-75.0,23.02.2018,Dog food,75.0,1
onetomany,03.03.2018,MobilePay Caroline Boje,-150.0,10.03.2019,Cleanong lady,150.0,0
onetomany,03.03.2018,MobilePay Caroline Boje,-150.0,03.03.2018,Fitness World,150.0,0
onetomany,10.03.2018,MobilePay Caroline Boje,-80.0,18.03.2018,Coffee place,80.0,0
onetomany,10.03.2018,MobilePay Caroline Boje,-80.0,11.03.2018,Coffee place relax,80.0,0
onetomany,10.03.2018,MobilePay Caroline Boje,-80.0,10.03.2018,Netto,80.0,1
onetomany,11.03.2018,MobilePay Caroline Boje,-80.0,18.03.2018,Coffee place,80.0,0
onetomany,11.03.2018,MobilePay Caroline Boje,-80.0,11.03.2018,Coffee place relax,80.0,1
onetomany,11.03.2018,MobilePay Caroline Boje,-80.0,10.03.2018,Netto,80.0,0
onetomany,15.03.2018,MobilePay Caroline Boje,-200.0,24.03.2022,Game place,200.0,0
onetomany,15.03.2018,MobilePay Caroline Boje,-200.0,25.03.2019,Visita barra,200.0,0
onetomany,15.03.2018,MobilePay Caroline Boje,-200.0,15.03.2018,Netto,200.0,1
onetomany,19.03.2018,Coffee Factory Swe 61924,-80.0,18.03.2018,Coffee place,80.0,1
onetomany,19.03.2018,Coffee Factory Swe 61924,-80.0,11.03.2018,Coffee place relax,80.0,0
onetomany,19.03.2018,Coffee Factory Swe 61924,-80.0,10.03.2018,Netto,80.0,0
onetomany,01.07.2021,Krogsgaard Finans,-2474.0,01.07.2023,Car loan,2474.0,0
onetomany,01.07.2021,Krogsgaard Finans,-2474.0,01.07.2021,Car loan,2474.0,1
onetomany,12.07.2021,Storebæltsforbinde 09661,-245.0,16.07.2022,Storb broen,245.0,0
onetomany,12.07.2021,Storebæltsforbinde 09661,-245.0,12.07.2021,Bridge fyn,245.0,1
onetomany,12.07.2021,Storebæltsforbinde 09661,-245.0,12.07.2021,Bridge fyn,245.0,1
onetomany,12.07.2021,Storebæltsforbinde 65348,-245.0,16.07.2022,Storb broen,245.0,0
onetomany,12.07.2021,Storebæltsforbinde 65348,-245.0,12.07.2021,Bridge fyn,245.0,1
onetomany,12.07.2021,Storebæltsforbinde 65348,-245.0,12.07.2021,Bridge fyn,245.0,1
onetomany,13.07.2021,MobilePay Selecta 97015389 C,-20.0,13.07.2021,Water airport ,20.0,1
onetomany,13.07.2021,MobilePay Selecta 97015389 C,-20.0,29.07.2019,Prelievo,20.0,0
onetomany,17.08.2021,14215,-325.0,18.08.2021,Barrier dog,325.0,0
onetomany,17.08.2021,14215,-325.0,26.08.2019,Hair cut,325.0,0
onetomany,17.08.2021,14215,-325.0,25.08.2018,Frisør,325.0,0
onetomany,01.09.2021,Krogsgaard Finans,-2474.0,01.09.2023,Car loan,2474.0,0
onetomany,01.09.2021,Krogsgaard Finans,-2474.0,01.09.2021,Car loan,2474.0,1
onetomany,17.07.2019,RYANAIR PAYPAL COM,-172.0,17.07.2019,Trip Milan,172.0,1
onetomany,17.07.2019,RYANAIR PAYPAL COM,-172.0,14.07.2019,Aereo Milano,172.0,0
onetomany,18.07.2019,MobilePay Yuliya Nikiforova,160.0,11.07.2018,Warpigs,160.0,0
onetomany,18.07.2019,MobilePay Yuliya Nikiforova,160.0,11.07.2018,Warpigs,160.0,0
onetomany,19.07.2019,Fisketorvet Føtex 51024,-110.8,23.07.2019,Føtex ,110.8,0
onetomany,19.07.2019,Fisketorvet Føtex 51024,-110.8,19.07.2019,Supermarket: Føtex,110.8,1
onetomany,29.07.2019,MobilePay Cherif,-250.0,29.07.2019,Taxi Milan,250.0,1
onetomany,29.07.2019,MobilePay Cherif,-250.0,30.07.2018,Føtex,250.0,0
onetomany,30.07.2019,36180,-279.0,30.07.2019,Protein powder ,279.0,1
onetomany,30.07.2019,36180,-279.0,01.07.2019,Protein powder ,279.0,0
onetomany,13.08.2019,OERESUNDSBROEN MOD DK KOBENHAVN,-450.0,23.08.2021,Food,450.0,0
onetomany,13.08.2019,OERESUNDSBROEN MOD DK KOBENHAVN,-450.0,27.08.2019,OERESUNDSBROEN MOD DK\ \KOB...,450.0,1
onetomany,27.08.2019,SKANETRAFIKEN MALMO C,-85.18,27.08.2019,SKANETRAFIKEN\ \MALMO C\,85.18,1
onetomany,27.08.2019,SKANETRAFIKEN MALMO C,-85.18,27.08.2019,SKANETRAFIKEN\ \MALMO C\,85.18,1
onetomany,27.08.2019,MobilePay Qian Li,-50.0,27.08.2019,Present for Dan,50.0,1
onetomany,27.08.2019,MobilePay Qian Li,-50.0,06.08.2018,Føtex,50.0,0
onetomany,06.09.2019,Dantaxi 4x48 37047,-284.0,06.09.2019,Dantaxi 4x48 )))) 37047,284.0,1
onetomany,06.09.2019,Dantaxi 4x48 37047,-284.0,04.09.2019,Taxi,284.0,0
onetomany,28.09.2019,MobilePay Sune Enevoldsen,-250.0,28.09.2019,MobilePay Sune Enevoldsen,250.0,1
onetomany,28.09.2019,MobilePay Sune Enevoldsen,-250.0,03.09.2018,Føtex,250.0,0
onetomany,30.09.2019,Fisketorvet 42079,-279.0,03.09.2023,Mc Donald ,279.0,0
onetomany,30.09.2019,Fisketorvet 42079,-279.0,30.09.2019,Fisketorvet )))) 42079,279.0,1
onetomany,30.09.2019,Fisketorvet 42079,-279.0,28.09.2018,Protein,279.0,0
onetomany,30.09.2019,Fisketorvet 42079,-279.0,03.09.2018,Protein powder,279.0,0
onetomany,03.07.2023,Krogsgaard Finans,-2474.0,01.07.2023,Car loan,2474.0,1
onetomany,03.07.2023,Krogsgaard Finans,-2474.0,01.07.2021,Car loan,2474.0,0
onetomany,04.08.2023,B Skat 20 07 2023,-1697.0,18.08.2023,B-SKAT 08.2023,1697.0,0
onetomany,04.08.2023,B Skat 20 07 2023,-1697.0,04.08.2023,B-skat 20.07,1697.0,1
onetomany,23.08.2023,McDonalds 107 Karlslunde,-244.0,20.08.2023,Mc donald,244.0,1
onetomany,23.08.2023,McDonalds 107 Karlslunde,-244.0,28.08.2022,Mc Donald ,244.0,0
onetomany,01.09.2023,Krogsgaard Finans,-2474.0,01.09.2023,Car loan,2474.0,1
onetomany,01.09.2023,Krogsgaard Finans,-2474.0,01.09.2021,Car loan,2474.0,0
onetomany,06.09.2023,McDonalds 107 Karlslunde,-279.0,03.09.2023,Mc Donald ,279.0,1
onetomany,06.09.2023,McDonalds 107 Karlslunde,-279.0,30.09.2019,Fisketorvet )))) 42079,279.0,0
onetomany,06.09.2023,McDonalds 107 Karlslunde,-279.0,28.09.2018,Protein,279.0,0
onetomany,06.09.2023,McDonalds 107 Karlslunde,-279.0,03.09.2018,Protein powder,279.0,0
onetomany,11.09.2023,SuperB Solrød 14680,-40.0,11.09.2023,Supermarket ,40.0,1
onetomany,11.09.2023,SuperB Solrød 14680,-40.0,16.09.2018,Dvd,40.0,0
onetomany,20.09.2023,Varmepumpe Tranche 2,-92120.36,20.09.2023,Heatpump part 2,92120.36,1
onetomany,20.09.2023,Varmepumpe Tranche 2,-92120.36,07.09.2023,Hovmand heatpump tranche 1,92120.36,0
onetomany,26.09.2023,APPLE COM BILL 80249625,-16.0,23.09.2023,Adobe,16.0,1
onetomany,26.09.2023,APPLE COM BILL 80249625,-16.0,02.09.2020,Green mobility ,16.0,0
reconciled,03.04.2019,Fisketorvet Føtex 70212,-193.85,03.04.2019,Supermarket: Føtex,193.85,1
reconciled,08.04.2019,Orsted bill,-919.39,07.04.2019,Electric bill,919.39,1
reconciled,09.04.2019,VDK DKK 299 00,-299.0,07.04.2019,Pants Zara,299.0,1
reconciled,11.04.2019,Fisketorvet Føtex 73215,-195.95,11.04.2019,Supermarket,195.95,1
reconciled,15.04.2019,Fisketorvet Føtex 75349,-85.0,13.04.2019,Classifiers Føtex,85.0,1
reconciled,23.04.2019,Jysk D082,-1347.0,20.04.2019,Jusk garden stuff,1347.0,1
reconciled,23.04.2019,Ikea 121 ECO 63440,-208.0,20.04.2019,Ikea plants,208.0,1
reconciled,23.04.2019,Taxa 4 X 35,-224.0,23.04.2019,Taxi Poland,224.0,1
reconciled,25.04.2019,Fisketorvet Føtex 63073,-341.1,25.04.2019,Føtex ,341.1,1
reconciled,26.04.2019,WARPIGS BREWPUB 18100,-356.0,26.04.2019,Warpigs,356.0,1
reconciled,29.04.2019,Fisketorvet Føtex 78176,-249.2,27.04.2019,Føtex Friends visit,249.2,1
reconciled,29.04.2019,Tivoli A S F B 89802,-310.0,28.04.2019,Food Tivoli,310.0,1
reconciled,30.04.2019,Green Mobility A S Copenhagen,-72.0,30.04.2019,Green mob,72.0,1
reconciled,02.05.2019,99208,-457.98,02.05.2019,Europe insurance,457.98,1
reconciled,03.05.2019,Autocent Gentofte 19125,-3181.09,03.05.2019,Battery BMW,3181.09,1
reconciled,07.05.2019,MCDONALDS FISKETORVET Koebenhavn,-194.0,05.05.2019,Mc Donald ,194.0,1
reconciled,07.05.2019,JD SPORTS DENMARK COPENHAGEN,-750.0,04.05.2019,Adidas Stan Smith,750.0,1
reconciled,10.05.2019,VF SERVICES DENMARK APS,-950.0,08.05.2019,Visa Russia,950.0,1
reconciled,13.05.2019,SILVAN 637 Fisketo 68253,-179.8,11.05.2019,Silvan gardening ,179.8,1
reconciled,15.05.2019,WARPIGS BREWPUB 56462,-688.0,15.05.2019,Warpigs,688.0,1
reconciled,16.05.2019,01125,-355.0,15.05.2019,Food out sandro,355.0,1
reconciled,16.05.2019,Fisketorvet Føtex 95824,-140.95,16.05.2019,Føtex,140.95,1
reconciled,20.05.2019,Café G 11973,-322.0,20.05.2019,Cafe,322.0,1
reconciled,20.05.2019,INGO VASBYG 4,-401.5,17.05.2019,Benzina,401.5,1
reconciled,21.05.2019,Taxa 4 X 35 14198,-233.0,21.05.2019,Taxi aeroporto ,233.0,1
reconciled,27.05.2019,Fisketorvet Føtex 18057,-378.95,25.05.2019,Føtex ,378.95,1
reconciled,27.05.2019,SILVAN 637 Fisketo 81648,-74.9,26.05.2019,Lampadine e pile,74.9,1
reconciled,28.05.2019,Green Mobility A S Copenhagen,-368.0,26.05.2019,Greeb mobility Ago vet,368.0,1
reconciled,29.05.2019,Green Mobility A S Copenhagen,-168.0,29.05.2019,Green mobility ,168.0,1
reconciled,03.06.2019,Fisketorvet Føtex 19552,-19.95,01.06.2019,Føtex,19.95,1
reconciled,03.06.2019,Ikea 121 ECO 34246,-1338.0,01.06.2019,Ikea big boxes,1338.0,1
reconciled,04.06.2019,Green Mobility A S Copenhagen,-240.0,04.06.2019,Green Mobility A/S\ \Copenh...,240.0,1
reconciled,06.06.2019,Fisketorvet Føtex 81660,-283.65,06.06.2019,Supermarket: Føtex,283.65,1
reconciled,11.06.2019,Green Mobility A S Copenhagen,-316.0,06.06.2019,Green mob car to Caro mom,316.0,1
reconciled,12.06.2019,STARBUCKS COFFEE HOUSE MOSKVA,-37.67,12.06.2019,STARBUCKS COFFEE HOUSE\ \MO...,37.67,1
reconciled,12.06.2019,OOO MOTZTZA MOSCOW,-349.99,12.06.2019,OOO MOTZTZA\ \MOSCOW\,349.99,1
reconciled,12.06.2019,RESTAURANT GRILL VINE MOSKVA,-292.96,12.06.2019,RESTAURANT GRILL&VINE\ \MOS...,292.96,1
reconciled,12.06.2019,PRM TER H KOSMO 455 PERM,-837.05,12.06.2019,"PRM,TER.H.KOSMO,455\ \PERM\",837.05,1
reconciled,12.06.2019,VDK RUB 8840 00,-924.21,12.06.2019,VDK RUB  8840.00,924.21,1
reconciled,12.06.2019,Taxa 4 X 35 38688,-223.0,12.06.2019,Taxa 4 X 35 )))) 38688,223.0,1
reconciled,13.06.2019,ATM Cash Withdrawal VISA Abroad,-30.0,13.06.2019,ATM Cash Withdrawal VISA - ...,30.0,1
reconciled,13.06.2019,THE BEST KEBAB MOSKVA,-85.37,13.06.2019,THE BEST KEBAB\ \MOSKVA\,85.37,1
reconciled,13.06.2019,MOSMETRO RU ANOVOKUZNE MOSCOW,-11.51,13.06.2019,MOSMETRO.RU ANOVOKUZNE\ \MO...,11.51,1
reconciled,13.06.2019,HOTEL SADOVNICHESKAYA MOSKVA,-512.66,13.06.2019,HOTEL SADOVNICHESKAYA\ \MOS...,512.66,1
reconciled,13.06.2019,MUZEI KREMLYA AS 2 MOSKVA,-146.47,13.06.2019,MUZEI KREMLYA AS 2\ \MOSKVA\,146.47,1
reconciled,14.06.2019,MUZEI MOSKOVSKOGO KREM MOSKVA,-393.03,14.06.2019,MUZEI MOSKOVSKOGO KREM\ \MO...,393.03,1
reconciled,20.06.2019,Fisketorvet Føtex 86527,-244.85,20.06.2019,Supermarket: Føtex,244.85,1
reconciled,27.06.2019,Fisketorvet Føtex 70269,-142.85,27.06.2019,Supermarket: Føtex,142.85,1
reconciled,01.07.2019,Total fees,-60.0,27.07.2019,Prelievo mercato,60.0,1
reconciled,04.01.2021,HK Handels og Kontorf,-514.0,04.01.2021,A Kasse,514.0,1
reconciled,04.01.2021,Meny Solrød str 73647,-342.02,04.01.2021,Supermarket ,342.02,1
reconciled,18.01.2021,47156,-255.85,18.01.2021,Supermarket ,255.85,1
reconciled,19.01.2021,BAUHAUS Web Shop 23739,-1399.9,19.01.2021,Bauhaus,1399.9,1
reconciled,23.01.2021,MobilePay Caroline Boje,-2175.0,23.01.2021,Legna casa,2175.0,1
reconciled,29.01.2021,MobilePay Caroline Boje,-175.0,29.01.2021,Caroline,175.0,1
reconciled,01.02.2021,If Skadeforsikring,-398.33,01.02.2021,Assicurazione Ago,398.33,1
reconciled,01.02.2021,SuperB Solrød 54767,-303.1,01.02.2021,Supermarket ,303.1,1
reconciled,05.02.2021,Solrød Apotek 45247,-186.25,05.02.2021,Medicine Ago,186.25,1
reconciled,08.02.2021,27673,-213.0,01.02.2021,Adattatore macbook,213.0,1
reconciled,10.02.2021,EWII,-3987.08,10.02.2021,Electricity bill,3987.08,1
reconciled,10.02.2021,Car tax,-580.0,10.02.2021,Car tax,580.0,1
reconciled,11.02.2021,Solrød Apotek 66514,-156.75,11.02.2021,Medicine Ago,156.75,1
reconciled,22.02.2021,Coop 365 Solrød 86576,-252.15,22.02.2021,Supermarket ,252.15,1
reconciled,23.02.2021,SuperB Solrød,-183.7,23.02.2021,Supermarket ,183.7,1
reconciled,25.02.2021,Bilka Ishøj 12264,-1247.7,18.02.2021,Supermarket ,1247.7,1
reconciled,01.03.2021,HK Handels og Kontorf,-514.0,01.03.2021,A kasse,514.0,1
reconciled,02.03.2021,SuperB Solrød 72604,-291.5,02.03.2021,Supermarket ,291.5,1
reconciled,08.03.2021,Bilka Ishøj 70111,-1526.75,08.03.2021,Supermarket ,1526.75,1
reconciled,15.03.2021,Bilka Ishøj 19333,-140.7,15.03.2021,Supermarket ,140.7,1
reconciled,18.03.2021,Karlslunde Dyrehos 19452,-1278.2,18.03.2021,Ago,1278.2,1
reconciled,22.03.2021,SuperB Solrød 83158,-860.75,22.03.2021,Super ,860.75,1
reconciled,29.03.2021,Solrød Tandklinik 65143,-1030.2,26.03.2021,Dentista,1030.2,1
reconciled,30.03.2021,Automatudbetaling 5379 2523,-1900.0,29.03.2021,Weights ,1900.0,1
reconciled,31.03.2021,SuperB Solrød 89943,-843.1,31.03.2021,Supermarket ,843.1,1
reconciled,03.04.2023,HK Handels og Kontorf,-517.0,01.04.2023,A-Kasse,517.0,1
reconciled,03.04.2023,LIDL 89892,-672.35,01.04.2023,Supermarket ,672.35,1
reconciled,05.04.2023,McD 0107 SOLROD Karlslunde,-273.0,05.04.2023,Mc donald,273.0,1
reconciled,06.04.2023,MobilePay Caroline Boje,-337.0,06.04.2023,Caroline Insurances,337.0,1
reconciled,11.04.2023,ZooBiiDoo 45660,-95.0,11.04.2023,Zoobidoo dog food,95.0,1
reconciled,11.04.2023,LIDL 82550,-648.06,08.04.2023,Supermarket ,648.06,1
reconciled,11.04.2023,B Skat 20 04 2023,-1697.0,11.04.2023,B-skat,1697.0,1
reconciled,11.04.2023,CPH Parkering A S 90710,-899.0,11.04.2023,Airport parking Formentera ,899.0,1
reconciled,12.04.2023,SALINES HYERES,-2057.0,12.04.2023,Salines Hyères bungalow,2057.0,1
reconciled,12.04.2023,SuperB Solrød 67059,-667.55,12.04.2023,Supermarket ,667.55,1
reconciled,14.04.2023,PAYPAL EASYPARK AS 35314369001,-11.5,11.04.2023,Parking ,11.5,1
reconciled,19.04.2023,McD 0107 SOLROD Karlslunde,-251.0,16.04.2023,Mc Donald ,251.0,1
reconciled,20.04.2023,Q8 Service 8042 71234,-500.34,19.04.2023,Benzina ,500.34,1
reconciled,24.04.2023,SuperB Solrød 73998,-590.65,22.04.2023,Supermarket ,590.65,1
reconciled,25.04.2023,Hotel at Booking com Amsterdam,-4271.69,25.04.2023,Hotel paternity,4271.69,1
reconciled,26.04.2023,McDonalds 107 Karlslunde,-222.0,23.04.2023,Mc Donald ,222.0,1
reconciled,27.04.2023,WWW ITALIANWAY HOUSE MILANO,-3898.74,27.04.2023,Hotel Milan,3898.74,1
reconciled,28.04.2023,Transfer to budget,-7300.0,28.04.2023,Mortgage,7300.0,1
reconciled,01.05.2023,Gjensidige Forsikring D,-494.42,01.05.2023,Insurance car,494.42,1
reconciled,01.05.2023,LIDL 17175,-618.1,01.05.2023,Lidl,618.1,1
reconciled,01.05.2023,l5ud0,-899.95,01.05.2023,Clothes,899.95,1
reconciled,03.05.2023,GOOGLE CLOUD FVZVXC CC,-234.97,02.05.2023,Gcp,234.97,1
reconciled,04.05.2023,SuperB Solrød 82217,-207.85,04.05.2023,Supermarket ,207.85,1
reconciled,05.05.2023,MobilePay Caroline Boje,-62.0,05.05.2023,Spotify ,62.0,1
reconciled,08.05.2023,SuperB Solrød 83869,-394.7,08.05.2023,Super brugsen,394.7,1
reconciled,10.05.2023,McDonalds 107 Karlslunde,-217.0,07.05.2023,Mc Donald ,217.0,1
reconciled,12.05.2023,KLARNA BODYSTORE DK STOCKHOLM,-339.0,10.05.2023,Protein powder ,339.0,1
reconciled,17.05.2023,McDonalds 107 Karlslunde,-267.0,14.05.2023,Mc Donald ,267.0,1
reconciled,22.05.2023,LIDL 09917,-632.8,19.05.2023,Supermarket ,632.8,1
reconciled,22.05.2023,SuperB Solrød 92863,-358.85,22.05.2023,Supermarket ,358.85,1
reconciled,23.05.2023,Hotel at Booking com Amsterdam,-4449.93,23.05.2023,Hotel booking,4449.93,1
reconciled,25.05.2023,PAYPAL ADOBESYSTEM 35314369001,-95.33,25.05.2023,Adobe,95.33,1
reconciled,30.05.2023,Matas 18732 32526,-34.9,27.05.2023,Toothpaste,34.9,1
reconciled,30.05.2023,SLOTHS AUTO ApS 01784,-5950.0,30.05.2023,Mechanic (wheels),5950.0,1
reconciled,31.05.2023,Transfer to budget,-7300.0,31.05.2023,Mortgage,7300.0,1
reconciled,31.05.2023,McDonalds 107 Karlslunde,-220.0,28.05.2023,Mc donald,220.0,1
reconciled,01.06.2023,HK Handels og Kontorf,-517.0,01.06.2023,A Kasse,517.0,1
reconciled,01.06.2023,Gjensidige Forsikring D,-494.42,01.06.2023,Car insurance,494.42,1
reconciled,01.06.2023,271 Lagkagehuset 55880,-152.75,01.06.2023,Lagkagehuset,152.75,1
reconciled,02.06.2023,MEDITERRANEA LA NAVIERA D IBIZA,-738.27,02.06.2023,Food Formentera,738.27,1
reconciled,02.06.2023,FORMENTERA MARKET FORMENTERA,-224.45,02.06.2023,Formentera market,224.45,1
reconciled,02.06.2023,TAXI 1005 SAN JOSE EIVISSA,-142.55,02.06.2023,Taxi Formentera,142.55,1
reconciled,06.06.2023,RTE BOCASALINA FORMENTERA ES,-1376.37,01.06.2023,Restaurant Formentera ,1376.37,1
reconciled,07.06.2023,LIDL 20453,-445.3,06.06.2023,Supermarket ,445.3,1
reconciled,07.06.2023,PAYPAL HELPCOURSER 2I,-357.92,07.06.2023,Coursera,357.92,1
reconciled,07.06.2023,SuperB Solrød 01717,-281.1,07.06.2023,Supermarket ,281.1,1
reconciled,11.06.2023,MobilePay Caroline Boje,-337.0,11.06.2023,Insurances,337.0,1
reconciled,12.06.2023,Fisketorvet Føtex 21495,-849.45,09.06.2023,Supermarket ,849.45,1
reconciled,12.06.2023,Storebæltsforbinde 16911,-270.0,12.06.2023,Bridge,270.0,1
reconciled,13.06.2023,Q8 Service 8101 82022,-203.95,12.06.2023,Food highway,203.95,1
reconciled,14.06.2023,Estancia Steaks Philipp,-731.91,12.06.2023,Food Hamburg,731.91,1
reconciled,15.06.2023,SHELL 0002 HAMBURG,-360.87,15.06.2023,Benzina,360.87,1
reconciled,15.06.2023,HOLIDAY INN HAFEN CITY HAMBURG,-372.65,12.06.2023,Holiday Inn Hamburg,372.65,1
reconciled,19.06.2023,Q Park Torengarage,-173.68,19.06.2023,Parking vacations,173.68,1
reconciled,19.06.2023,Commune Etretat,-223.6,19.06.2023,Etretat parking,223.6,1
reconciled,20.06.2023,Carrefour City,-88.68,20.06.2023,Carrefour vacanza ,88.68,1
reconciled,20.06.2023,Commune Etretat,-81.97,20.06.2023,Parking etretat,81.97,1
reconciled,20.06.2023,L AIGUILLE CREUSE,-89.43,20.06.2023,Boulangerie,89.43,1
reconciled,21.06.2023,CARREFOUR CITY 03665,-8.57,21.06.2023,Carrefour,8.57,1
reconciled,21.06.2023,Commune Etretat,-37.26,21.06.2023,Etretat,37.26,1
reconciled,22.06.2023,Boutique Mere Poula,-51.41,22.06.2023,Achats,51.41,1
reconciled,22.06.2023,Delices Malouins,-67.05,22.06.2023,Delices,67.05,1
reconciled,23.06.2023,Hariet Et Rosie,-267.47,23.06.2023,Saint Malo,267.47,1
reconciled,23.06.2023,Sushi Shop,-291.32,23.06.2023,Sushi Nantes,291.32,1
reconciled,24.06.2023,MobilePay Caroline Boje,-560.0,24.06.2023,Mobile pay Caro,560.0,1
reconciled,26.06.2023,REL DE VERTOU,-45.44,26.06.2023,Vacances,45.44,1
